datetime_of_operation,num_few_shot_nominal_imgs,image_path,image_name,classification_result,non_defect_prob,defect_prob,nominal_description,defective_description
2024-11-16T04:40:49.207636,150,frame314.jpg,frame314.jpg,Nominal,0.504,0.496,Image frame109.jpg: An image of a normal extrusion profile.,Image frame22.jpg: An image of an over-extruded profile.
2024-11-16T04:40:49.236202,150,frame182.jpg,frame182.jpg,Nominal,0.507,0.493,Image frame41.jpg: An image of a normal extrusion profile.,Image frame22.jpg: An image of an over-extruded profile.
2024-11-16T04:40:49.264744,150,frame433.jpg,frame433.jpg,Nominal,0.5,0.5,Image frame68.jpg: An image of a normal extrusion profile.,Image frame92.jpg: An image of an over-extruded profile.
2024-11-16T04:40:49.293147,150,frame365.jpg,frame365.jpg,Nominal,0.502,0.498,Image frame41.jpg: An image of a normal extrusion profile.,Image frame321.jpg: An image of an over-extruded profile.
2024-11-16T04:40:49.321834,150,frame238.jpg,frame238.jpg,Nominal,0.5,0.5,Image frame307.jpg: An image of a normal extrusion profile.,Image frame273.jpg: An image of an under-extruded profile.
2024-11-16T04:40:49.350299,150,frame190.jpg,frame190.jpg,Nominal,0.5,0.5,Image frame136.jpg: An image of a normal extrusion profile.,Image frame111.jpg: An image of an over-extruded profile.
2024-11-16T04:40:49.378580,150,frame90.jpg,frame90.jpg,Nominal,0.502,0.498,Image frame183.jpg: An image of a normal extrusion profile.,Image frame98.jpg: An image of an over-extruded profile.
2024-11-16T04:40:49.407003,150,frame431.jpg,frame431.jpg,Nominal,0.502,0.498,Image frame347.jpg: An image of a normal extrusion profile.,Image frame19.jpg: An image of an over-extruded profile.
2024-11-16T04:40:49.435761,150,frame287.jpg,frame287.jpg,Defective,0.499,0.501,Image frame119.jpg: An image of a normal extrusion profile.,Image frame409.jpg: An image of an over-extruded profile.
2024-11-16T04:40:49.464136,150,frame447.jpg,frame447.jpg,Defective,0.493,0.507,Image frame8.jpg: An image of a normal extrusion profile.,Image frame388.jpg: An image of an over-extruded profile.
