datetime_of_operation,num_few_shot_nominal_imgs,image_path,image_name,classification_result,non_defect_prob,defect_prob,nominal_description,defective_description
2024-11-16T04:41:33.604399,300,frame314.jpg,frame314.jpg,Nominal,0.504,0.496,Image frame109.jpg: An image of a normal extrusion profile.,Image frame184.jpg: An image of an under-extruded profile.
2024-11-16T04:41:33.645646,300,frame182.jpg,frame182.jpg,Nominal,0.507,0.493,Image frame41.jpg: An image of a normal extrusion profile.,Image frame22.jpg: An image of an over-extruded profile.
2024-11-16T04:41:33.686233,300,frame433.jpg,frame433.jpg,Nominal,0.502,0.498,Image frame333.jpg: An image of a normal extrusion profile.,Image frame92.jpg: An image of an over-extruded profile.
2024-11-16T04:41:33.726815,300,frame365.jpg,frame365.jpg,Nominal,0.503,0.497,Image frame164.jpg: An image of a normal extrusion profile.,Image frame321.jpg: An image of an over-extruded profile.
2024-11-16T04:41:33.767348,300,frame238.jpg,frame238.jpg,Nominal,0.501,0.499,Image frame270.jpg: An image of a normal extrusion profile.,Image frame273.jpg: An image of an under-extruded profile.
2024-11-16T04:41:33.807824,300,frame190.jpg,frame190.jpg,Nominal,0.503,0.497,Image frame161.jpg: An image of a normal extrusion profile.,Image frame45.jpg: An image of an over-extruded profile.
2024-11-16T04:41:33.848803,300,frame90.jpg,frame90.jpg,Nominal,0.502,0.498,Image frame110.jpg: An image of a normal extrusion profile.,Image frame319.jpg: An image of an over-extruded profile.
2024-11-16T04:41:33.889145,300,frame431.jpg,frame431.jpg,Nominal,0.502,0.498,Image frame24.jpg: An image of a normal extrusion profile.,Image frame300.jpg: An image of an over-extruded profile.
2024-11-16T04:41:33.929354,300,frame287.jpg,frame287.jpg,Nominal,0.502,0.498,Image frame168.jpg: An image of a normal extrusion profile.,Image frame184.jpg: An image of an under-extruded profile.
2024-11-16T04:41:33.970910,300,frame447.jpg,frame447.jpg,Defective,0.493,0.507,Image frame8.jpg: An image of a normal extrusion profile.,Image frame388.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.011171,300,frame428.jpg,frame428.jpg,Nominal,0.511,0.489,Image frame114.jpg: An image of a normal extrusion profile.,Image frame321.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.051463,300,frame448.jpg,frame448.jpg,Nominal,0.5,0.5,Image frame266.jpg: An image of a normal extrusion profile.,Image frame113.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.091715,300,frame22.jpg,frame22.jpg,Nominal,0.505,0.495,Image frame83.jpg: An image of a normal extrusion profile.,Image frame11.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.133232,300,frame343.jpg,frame343.jpg,Nominal,0.501,0.499,Image frame291.jpg: An image of a normal extrusion profile.,Image frame254.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.174340,300,frame210.jpg,frame210.jpg,Nominal,0.501,0.499,Image frame316.jpg: An image of a normal extrusion profile.,Image frame132.jpg: An image of an under-extruded profile.
2024-11-16T04:41:34.214735,300,frame391.jpg,frame391.jpg,Nominal,0.504,0.496,Image frame370.jpg: An image of a normal extrusion profile.,Image frame217.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.255147,300,frame56.jpg,frame56.jpg,Nominal,0.502,0.498,Image frame119.jpg: An image of a normal extrusion profile.,Image frame184.jpg: An image of an under-extruded profile.
2024-11-16T04:41:34.295999,300,frame437.jpg,frame437.jpg,Nominal,0.503,0.497,Image frame452.jpg: An image of a normal extrusion profile.,Image frame20.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.336260,300,frame328.jpg,frame328.jpg,Nominal,0.504,0.496,Image frame68.jpg: An image of a normal extrusion profile.,Image frame120.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.376629,300,frame261.jpg,frame261.jpg,Nominal,0.503,0.497,Image frame297.jpg: An image of a normal extrusion profile.,Image frame425.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.417038,300,frame29.jpg,frame29.jpg,Nominal,0.501,0.499,Image frame44.jpg: An image of a normal extrusion profile.,Image frame111.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.457976,300,frame340.jpg,frame340.jpg,Defective,0.5,0.5,Image frame301.jpg: An image of a normal extrusion profile.,Image frame0.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.498350,300,frame97.jpg,frame97.jpg,Defective,0.5,0.5,Image frame271.jpg: An image of a normal extrusion profile.,Image frame27.jpg: An image of an under-extruded profile.
2024-11-16T04:41:34.538493,300,frame382.jpg,frame382.jpg,Nominal,0.5,0.5,Image frame451.jpg: An image of a normal extrusion profile.,Image frame325.jpg: An image of an under-extruded profile.
2024-11-16T04:41:34.578810,300,frame199.jpg,frame199.jpg,Nominal,0.5,0.5,Image frame237.jpg: An image of a normal extrusion profile.,Image frame27.jpg: An image of an under-extruded profile.
2024-11-16T04:41:34.618865,300,frame240.jpg,frame240.jpg,Defective,0.498,0.502,Image frame270.jpg: An image of a normal extrusion profile.,Image frame265.jpg: An image of an under-extruded profile.
2024-11-16T04:41:34.659334,300,frame349.jpg,frame349.jpg,Defective,0.498,0.502,Image frame284.jpg: An image of a normal extrusion profile.,Image frame425.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.699850,300,frame422.jpg,frame422.jpg,Nominal,0.517,0.483,Image frame269.jpg: An image of a normal extrusion profile.,Image frame244.jpg: An image of an under-extruded profile.
2024-11-16T04:41:34.747023,300,frame250.jpg,frame250.jpg,Nominal,0.507,0.493,Image frame397.jpg: An image of a normal extrusion profile.,Image frame52.jpg: An image of an under-extruded profile.
2024-11-16T04:41:34.791443,300,frame337.jpg,frame337.jpg,Defective,0.498,0.502,Image frame243.jpg: An image of a normal extrusion profile.,Image frame385.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.832116,300,frame132.jpg,frame132.jpg,Nominal,0.503,0.497,Image frame151.jpg: An image of a normal extrusion profile.,Image frame120.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.873088,300,frame435.jpg,frame435.jpg,Defective,0.498,0.502,Image frame364.jpg: An image of a normal extrusion profile.,Image frame238.jpg: An image of an under-extruded profile.
2024-11-16T04:41:34.914121,300,frame455.jpg,frame455.jpg,Nominal,0.5,0.5,Image frame371.jpg: An image of a normal extrusion profile.,Image frame309.jpg: An image of an under-extruded profile.
2024-11-16T04:41:34.955622,300,frame193.jpg,frame193.jpg,Nominal,0.506,0.494,Image frame300.jpg: An image of a normal extrusion profile.,Image frame22.jpg: An image of an over-extruded profile.
2024-11-16T04:41:34.996023,300,frame415.jpg,frame415.jpg,Nominal,0.509,0.491,Image frame346.jpg: An image of a normal extrusion profile.,Image frame92.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.036537,300,frame445.jpg,frame445.jpg,Nominal,0.508,0.492,Image frame346.jpg: An image of a normal extrusion profile.,Image frame92.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.076992,300,frame79.jpg,frame79.jpg,Nominal,0.502,0.498,Image frame21.jpg: An image of a normal extrusion profile.,Image frame419.jpg: An image of an under-extruded profile.
2024-11-16T04:41:35.117388,300,frame313.jpg,frame313.jpg,Nominal,0.5,0.5,Image frame93.jpg: An image of a normal extrusion profile.,Image frame162.jpg: An image of an under-extruded profile.
2024-11-16T04:41:35.158597,300,frame425.jpg,frame425.jpg,Nominal,0.51,0.49,Image frame99.jpg: An image of a normal extrusion profile.,Image frame24.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.198982,300,frame4.jpg,frame4.jpg,Nominal,0.5,0.5,Image frame134.jpg: An image of a normal extrusion profile.,Image frame196.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.239501,300,frame166.jpg,frame166.jpg,Nominal,0.502,0.498,Image frame301.jpg: An image of a normal extrusion profile.,Image frame162.jpg: An image of an under-extruded profile.
2024-11-16T04:41:35.280016,300,frame87.jpg,frame87.jpg,Nominal,0.502,0.498,Image frame355.jpg: An image of a normal extrusion profile.,Image frame162.jpg: An image of an under-extruded profile.
2024-11-16T04:41:35.320193,300,frame196.jpg,frame196.jpg,Nominal,0.504,0.496,Image frame200.jpg: An image of a normal extrusion profile.,Image frame270.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.360854,300,frame288.jpg,frame288.jpg,Nominal,0.5,0.5,Image frame44.jpg: An image of a normal extrusion profile.,Image frame145.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.401095,300,frame124.jpg,frame124.jpg,Nominal,0.504,0.496,Image frame298.jpg: An image of a normal extrusion profile.,Image frame416.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.441401,300,frame453.jpg,frame453.jpg,Defective,0.498,0.502,Image frame308.jpg: An image of a normal extrusion profile.,Image frame261.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.481917,300,frame259.jpg,frame259.jpg,Defective,0.498,0.502,Image frame252.jpg: An image of a normal extrusion profile.,Image frame21.jpg: An image of an under-extruded profile.
2024-11-16T04:41:35.522104,300,frame388.jpg,frame388.jpg,Nominal,0.502,0.498,Image frame212.jpg: An image of a normal extrusion profile.,Image frame441.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.562512,300,frame290.jpg,frame290.jpg,Defective,0.498,0.502,Image frame68.jpg: An image of a normal extrusion profile.,Image frame180.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.602867,300,frame312.jpg,frame312.jpg,Nominal,0.506,0.494,Image frame316.jpg: An image of a normal extrusion profile.,Image frame135.jpg: An image of an under-extruded profile.
2024-11-16T04:41:35.648053,300,frame155.jpg,frame155.jpg,Defective,0.499,0.501,Image frame183.jpg: An image of a normal extrusion profile.,Image frame162.jpg: An image of an under-extruded profile.
2024-11-16T04:41:35.688856,300,frame432.jpg,frame432.jpg,Nominal,0.506,0.494,Image frame146.jpg: An image of a normal extrusion profile.,Image frame22.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.729207,300,frame440.jpg,frame440.jpg,Nominal,0.507,0.493,Image frame269.jpg: An image of a normal extrusion profile.,Image frame325.jpg: An image of an under-extruded profile.
2024-11-16T04:41:35.769550,300,frame162.jpg,frame162.jpg,Nominal,0.501,0.499,Image frame223.jpg: An image of a normal extrusion profile.,Image frame63.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.809836,300,frame45.jpg,frame45.jpg,Nominal,0.502,0.498,Image frame138.jpg: An image of a normal extrusion profile.,Image frame89.jpg: An image of an under-extruded profile.
2024-11-16T04:41:35.850390,300,frame249.jpg,frame249.jpg,Nominal,0.501,0.499,Image frame289.jpg: An image of a normal extrusion profile.,Image frame180.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.891224,300,frame278.jpg,frame278.jpg,Nominal,0.51,0.49,Image frame9.jpg: An image of a normal extrusion profile.,Image frame92.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.931829,300,frame73.jpg,frame73.jpg,Nominal,0.504,0.496,Image frame52.jpg: An image of a normal extrusion profile.,Image frame149.jpg: An image of an over-extruded profile.
2024-11-16T04:41:35.973659,300,frame257.jpg,frame257.jpg,Defective,0.495,0.505,Image frame364.jpg: An image of a normal extrusion profile.,Image frame318.jpg: An image of an under-extruded profile.
2024-11-16T04:41:36.014286,300,frame94.jpg,frame94.jpg,Defective,0.498,0.502,Image frame125.jpg: An image of a normal extrusion profile.,Image frame192.jpg: An image of an over-extruded profile.
2024-11-16T04:41:36.054757,300,frame248.jpg,frame248.jpg,Nominal,0.502,0.498,Image frame380.jpg: An image of a normal extrusion profile.,Image frame381.jpg: An image of an over-extruded profile.
2024-11-16T04:41:36.095226,300,frame295.jpg,frame295.jpg,Nominal,0.505,0.495,Image frame93.jpg: An image of a normal extrusion profile.,Image frame321.jpg: An image of an over-extruded profile.
2024-11-16T04:41:36.135468,300,frame80.jpg,frame80.jpg,Nominal,0.5,0.5,Image frame298.jpg: An image of a normal extrusion profile.,Image frame281.jpg: An image of an over-extruded profile.
2024-11-16T04:41:36.176959,300,frame244.jpg,frame244.jpg,Nominal,0.502,0.498,Image frame270.jpg: An image of a normal extrusion profile.,Image frame250.jpg: An image of an under-extruded profile.
2024-11-16T04:41:36.217384,300,frame36.jpg,frame36.jpg,Nominal,0.501,0.499,Image frame346.jpg: An image of a normal extrusion profile.,Image frame120.jpg: An image of an over-extruded profile.
2024-11-16T04:41:36.258366,300,frame197.jpg,frame197.jpg,Nominal,0.502,0.498,Image frame24.jpg: An image of a normal extrusion profile.,Image frame120.jpg: An image of an over-extruded profile.
2024-11-16T04:41:36.299150,300,frame286.jpg,frame286.jpg,Nominal,0.504,0.496,Image frame308.jpg: An image of a normal extrusion profile.,Image frame250.jpg: An image of an under-extruded profile.
2024-11-16T04:41:36.342927,300,frame203.jpg,frame203.jpg,Nominal,0.503,0.497,Image frame39.jpg: An image of a normal extrusion profile.,Image frame55.jpg: An image of an over-extruded profile.
2024-11-16T04:41:36.384444,300,frame192.jpg,frame192.jpg,Nominal,0.507,0.493,Image frame11.jpg: An image of a normal extrusion profile.,Image frame348.jpg: An image of an over-extruded profile.
2024-11-16T04:41:36.426048,300,frame116.jpg,frame116.jpg,Nominal,0.513,0.487,Image frame114.jpg: An image of a normal extrusion profile.,Image frame111.jpg: An image of an over-extruded profile.
2024-11-16T04:41:36.468564,300,frame443.jpg,frame443.jpg,Nominal,0.505,0.495,Image frame369.jpg: An image of a normal extrusion profile.,Image frame431.jpg: An image of an under-extruded profile.
2024-11-16T04:41:36.510468,300,frame201.jpg,frame201.jpg,Nominal,0.507,0.493,Image frame59.jpg: An image of a normal extrusion profile.,Image frame92.jpg: An image of an over-extruded profile.
