datetime_of_operation,num_few_shot_nominal_imgs,image_path,image_name,classification_result,non_defect_prob,defect_prob,nominal_description,defective_description
2024-11-16T04:32:02.993060,10,1.JPG,1.JPG,Nominal,0.504,0.496,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.010490,10,10.JPG,10.JPG,Nominal,0.503,0.497,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.027474,10,11.JPG,11.JPG,Nominal,0.504,0.496,Image 11.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.044571,10,12.JPG,12.JPG,Nominal,0.502,0.498,Image 11.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.061821,10,16.JPG,16.JPG,Nominal,0.503,0.497,Image IMG_1436.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.079283,10,17.JPG,17.JPG,Nominal,0.502,0.498,Image IMG_1468.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.096397,10,2.JPG,2.JPG,Nominal,0.503,0.497,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.113325,10,21.JPG,21.JPG,Nominal,0.504,0.496,Image IMG_1436.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.130357,10,3.JPG,3.JPG,Nominal,0.502,0.498,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.148077,10,4.JPG,4.JPG,Nominal,0.503,0.497,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.166589,10,5.JPG,5.JPG,Nominal,0.503,0.497,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.183753,10,6.JPG,6.JPG,Nominal,0.504,0.496,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.200781,10,7.JPG,7.JPG,Nominal,0.503,0.497,Image 1.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
2024-11-16T04:32:03.217664,10,8.JPG,8.JPG,Nominal,0.504,0.496,Image 6.JPG: A pan surface with no simulated cracks,Image IMG_1747.JPG: A pan surface with a simulated crack
