datetime_of_operation,num_few_shot_nominal_imgs,image_path,image_name,classification_result,non_defect_prob,defect_prob,nominal_description,defective_description
2024-11-16T04:53:33.090872,70,textile_0482.jpg,textile_0482.jpg,Nominal,0.503,0.497,"Image textile_0811.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0448.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:53:33.112919,70,textile_0187.jpg,textile_0187.jpg,Nominal,0.503,0.497,"Image textile_0688.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0466.jpg: A textile pattern with a slight overall distortion from our baseline textile, causing a uniform shift across the entire surface."
2024-11-16T04:53:33.134912,70,textile_0746.jpg,textile_0746.jpg,Nominal,0.502,0.498,"Image textile_0900.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0396.jpg: A textile pattern with a slight overall distortion from our baseline textile, causing a uniform shift across the entire surface."
2024-11-16T04:53:33.157036,70,textile_0593.jpg,textile_0593.jpg,Nominal,0.501,0.499,"Image textile_0071.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0360.jpg: A textile pattern with a slight overall distortion from our baseline textile, causing a uniform shift across the entire surface."
2024-11-16T04:53:33.179012,70,textile_0312.jpg,textile_0312.jpg,Nominal,0.503,0.497,"Image textile_0766.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0448.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:53:33.201056,70,textile_0206.jpg,textile_0206.jpg,Nominal,0.503,0.497,"Image textile_0333.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0407.jpg: A textile pattern with a slight overall distortion from our baseline textile, causing a uniform shift across the entire surface."
2024-11-16T04:53:33.223274,70,textile_0909.jpg,textile_0909.jpg,Nominal,0.501,0.499,"Image textile_0748.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0328.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:53:33.245285,70,textile_0741.jpg,textile_0741.jpg,Nominal,0.505,0.495,"Image textile_0338.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0466.jpg: A textile pattern with a slight overall distortion from our baseline textile, causing a uniform shift across the entire surface."
2024-11-16T04:53:33.267892,70,textile_0420.jpg,textile_0420.jpg,Nominal,0.501,0.499,"Image textile_0900.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0328.jpg: A textile pattern with a slight overall distortion from our baseline textile, causing a uniform shift across the entire surface."
2024-11-16T04:53:33.290751,70,textile_0776.jpg,textile_0776.jpg,Defective,0.5,0.5,"Image textile_0703.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0010.jpg: A textile pattern with a slight overall distortion from our baseline textile, causing a uniform shift across the entire surface."
