datetime_of_operation,num_few_shot_nominal_imgs,image_path,image_name,classification_result,non_defect_prob,defect_prob,nominal_description,defective_description
2024-11-16T04:55:38.599660,20,textile_0482.jpg,textile_0482.jpg,Nominal,0.5,0.5,"Image textile_0015.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0093.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.609979,20,textile_0187.jpg,textile_0187.jpg,Defective,0.5,0.5,"Image textile_0284.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0142.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.621651,20,textile_0746.jpg,textile_0746.jpg,Nominal,0.5,0.5,"Image textile_0284.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0116.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.633897,20,textile_0593.jpg,textile_0593.jpg,Defective,0.5,0.5,"Image textile_0694.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0116.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.644043,20,textile_0312.jpg,textile_0312.jpg,Defective,0.5,0.5,"Image textile_0048.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0093.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.654142,20,textile_0206.jpg,textile_0206.jpg,Nominal,0.5,0.5,"Image textile_0688.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0368.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.664249,20,textile_0909.jpg,textile_0909.jpg,Nominal,0.5,0.5,"Image textile_0114.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0434.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.674693,20,textile_0741.jpg,textile_0741.jpg,Nominal,0.5,0.5,"Image textile_0015.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0093.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.685073,20,textile_0420.jpg,textile_0420.jpg,Nominal,0.501,0.499,"Image textile_0694.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0434.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.695221,20,textile_0776.jpg,textile_0776.jpg,Nominal,0.5,0.5,"Image textile_0284.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0093.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.705387,20,textile_0734.jpg,textile_0734.jpg,Defective,0.499,0.501,"Image textile_0284.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0116.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.715575,20,textile_0777.jpg,textile_0777.jpg,Nominal,0.501,0.499,"Image textile_0873.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0020.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.725745,20,textile_0272.jpg,textile_0272.jpg,Defective,0.5,0.5,"Image textile_0048.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0142.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.735951,20,textile_0546.jpg,textile_0546.jpg,Nominal,0.5,0.5,"Image textile_0048.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0142.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.746116,20,textile_0252.jpg,textile_0252.jpg,Nominal,0.5,0.5,"Image textile_0048.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0142.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.756325,20,textile_0652.jpg,textile_0652.jpg,Defective,0.5,0.5,"Image textile_0642.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0018.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.766524,20,textile_0833.jpg,textile_0833.jpg,Nominal,0.5,0.5,"Image textile_0284.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0116.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.776686,20,textile_0753.jpg,textile_0753.jpg,Nominal,0.501,0.499,"Image textile_0159.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0020.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.786866,20,textile_0511.jpg,textile_0511.jpg,Defective,0.499,0.501,"Image textile_0284.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0412.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.797024,20,textile_0363.jpg,textile_0363.jpg,Nominal,0.5,0.5,"Image textile_0284.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0018.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.807190,20,textile_0426.jpg,textile_0426.jpg,Nominal,0.5,0.5,"Image textile_0284.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0434.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.817386,20,textile_0540.jpg,textile_0540.jpg,Nominal,0.501,0.499,"Image textile_0688.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0142.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.827625,20,textile_0998.jpg,textile_0998.jpg,Nominal,0.5,0.5,"Image textile_0766.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0142.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.837876,20,textile_0631.jpg,textile_0631.jpg,Nominal,0.5,0.5,"Image textile_0114.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0093.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.848019,20,textile_0224.jpg,textile_0224.jpg,Defective,0.5,0.5,"Image textile_0284.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0116.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.858188,20,textile_0317.jpg,textile_0317.jpg,Nominal,0.5,0.5,"Image textile_0015.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0368.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.868343,20,textile_0557.jpg,textile_0557.jpg,Nominal,0.5,0.5,"Image textile_0736.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0093.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.878578,20,textile_0721.jpg,textile_0721.jpg,Nominal,0.501,0.499,"Image textile_0736.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0434.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.888780,20,textile_0339.jpg,textile_0339.jpg,Nominal,0.5,0.5,"Image textile_0284.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0368.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.898988,20,textile_0532.jpg,textile_0532.jpg,Nominal,0.5,0.5,"Image textile_0048.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0093.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.909168,20,textile_0077.jpg,textile_0077.jpg,Nominal,0.501,0.499,"Image textile_0015.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0142.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.919299,20,textile_0749.jpg,textile_0749.jpg,Nominal,0.501,0.499,"Image textile_0688.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0142.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.929438,20,textile_0793.jpg,textile_0793.jpg,Defective,0.5,0.5,"Image textile_0284.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0116.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
2024-11-16T04:55:38.939867,20,textile_0888.jpg,textile_0888.jpg,Defective,0.5,0.5,"Image textile_0114.jpg: An image of a textile material with consistent weave patterns, showing no visible defects or irregularities.","Image textile_0020.jpg: An image of a textile material with a small localized defect, disrupting the otherwise consistent weave pattern."
